1476093507_245.csv,1,179,131,wart
1476093507_245.csv,2,84,203,cream
1476093507_245.csv,3,155,213,cream
1476093507_245.csv,4,268,290,wart
1476093507_245.csv,5,169,227,cream
1476093507_245.csv,6,394,289,cream
1476093507_245.csv,7,177,96,cream
1476093507_245.csv,8,344,130,wart
1476093507_245.csv,9,176,149,cream
1476093507_245.csv,10,261,182,wart
1476093507_245.csv,11,231,200,cream
1476093507_245.csv,12,251,279,wart
1476093507_245.csv,13,209,263,wart
1476093507_245.csv,14,219,261,wart
1476093507_245.csv,15,,,wart
1476093507_245.csv,16,301,309,cream
1476093507_245.csv,17,51,162,cream
1476093507_245.csv,18,266,246,cream
1476093507_245.csv,19,239,439,wart
1476093507_245.csv,20,124,408,cream
1476093507_245.csv,21,296,197,wart
1476093507_245.csv,22,278,346,cream
1476093507_245.csv,23,144,426.7700004577637,cream
1476093507_245.csv,24,,,wart
1476093507_245.csv,25,256,354,wart
1476093507_245.csv,26,183,343,cream
1476093507_245.csv,27,258,196,cream
1476093507_245.csv,28,241,221,wart
1476093507_245.csv,29,313,344,cream
1476093507_245.csv,30,303,279,wart
1476093507_245.csv,31,104,105,cream
1476093507_245.csv,32,309,224,wart
1476093507_245.csv,33,137,376.07999992370605,cream
1476093507_245.csv,34,298,289.07999992370605,cream
1476093507_245.csv,35,216,260,wart
1476093507_245.csv,36,180,178,wart
1476093507_245.csv,37,255,360,wart
1476093507_245.csv,38,14,141,cream
1476093507_245.csv,39,253,320.25999450683593,cream
1476093507_245.csv,40,72,119,cream
1476093507_245.csv,41,228,309,cream
1476093507_245.csv,42,196,296,cream
1476093507_245.csv,43,,,wart
1476093507_245.csv,44,218,265,wart
1476093507_245.csv,45,336,304,cream
1476093507_245.csv,46,52,179,cream
1476093507_245.csv,47,248,363,cream
1476093507_245.csv,48,253,367.1800003051758,cream
1476093507_245.csv,49,233,253,cream
1476093507_245.csv,50,,,wart
