1476099240_102.csv,1,176,124,wart
1476099240_102.csv,2,92,205,cream
1476099240_102.csv,3,,,wart
1476099240_102.csv,4,260,293,wart
1476099240_102.csv,5,177,238,cream
1476099240_102.csv,6,398,300,cream
1476099240_102.csv,7,168,102,cream
1476099240_102.csv,8,336,139,wart
1476099240_102.csv,9,179,139,cream
1476099240_102.csv,10,260,177,wart
1476099240_102.csv,11,229,202,cream
1476099240_102.csv,12,252,269,wart
1476099240_102.csv,13,210,261,wart
1476099240_102.csv,14,217,260,wart
1476099240_102.csv,15,,,wart
1476099240_102.csv,16,292,306,cream
1476099240_102.csv,17,,,cream
1476099240_102.csv,18,266,249,cream
1476099240_102.csv,19,242,426,wart
1476099240_102.csv,20,137,371,cream
1476099240_102.csv,21,287,189,wart
1476099240_102.csv,22,273,350,cream
1476099240_102.csv,23,142,418.1000061035156,cream
1476099240_102.csv,24,,,wart
1476099240_102.csv,25,,,wart
1476099240_102.csv,26,180,327,cream
1476099240_102.csv,27,257,195,cream
1476099240_102.csv,28,234,219,wart
1476099240_102.csv,29,303,334,cream
1476099240_102.csv,30,295,277,wart
1476099240_102.csv,31,106,109,cream
1476099240_102.csv,32,303,222,wart
1476099240_102.csv,33,,,cream
1476099240_102.csv,34,302,284,cream
1476099240_102.csv,35,211,261,wart
1476099240_102.csv,36,174,167,wart
1476099240_102.csv,37,252,350,wart
1476099240_102.csv,38,12,139,cream
1476099240_102.csv,39,250,328,cream
1476099240_102.csv,40,,,wart
1476099240_102.csv,41,228,313,wart
1476099240_102.csv,42,196,293,cream
1476099240_102.csv,43,,,wart
1476099240_102.csv,44,214,264.1000061035156,wart
1476099240_102.csv,45,336,291,cream
1476099240_102.csv,46,,,cream
1476099240_102.csv,47,250,362,cream
1476099240_102.csv,48,251,360,cream
1476099240_102.csv,49,239,249,cream
1476099240_102.csv,50,,,wart
