1475163171_338.csv,1,180,127,wart
1475163171_338.csv,2,93,207,cream
1475163171_338.csv,3,205,282,wart
1475163171_338.csv,4,259,297.1000061035156,wart
1475163171_338.csv,5,170,222,cream
1475163171_338.csv,6,392,262,cream
1475163171_338.csv,7,170,97,cream
1475163171_338.csv,8,337,134,wart
1475163171_338.csv,9,179,150,wart
1475163171_338.csv,10,259,179,wart
1475163171_338.csv,11,227,199,wart
1475163171_338.csv,12,254,282,wart
1475163171_338.csv,13,216,264,wart
1475163171_338.csv,14,216,271,wart
1475163171_338.csv,15,,,wart
1475163171_338.csv,16,283,295,cream
1475163171_338.csv,17,40,160,cream
1475163171_338.csv,18,261,248,wart
1475163171_338.csv,19,235,433,wart
1475163171_338.csv,20,151,376,cream
1475163171_338.csv,21,286,196,wart
1475163171_338.csv,22,266,352,cream
1475163171_338.csv,23,141,426,cream
1475163171_338.csv,24,,,wart
1475163171_338.csv,25,245,342,cream
1475163171_338.csv,26,177,334,cream
1475163171_338.csv,27,257,196,cream
1475163171_338.csv,28,236,222,wart
1475163171_338.csv,29,300,350,cream
1475163171_338.csv,30,301,279,wart
1475163171_338.csv,31,122,120,cream
1475163171_338.csv,32,302,220,wart
1475163171_338.csv,33,142,391,cream
1475163171_338.csv,34,294,295,wart
1475163171_338.csv,35,213,263.1000061035156,wart
1475163171_338.csv,36,172,162,wart
1475163171_338.csv,37,254,364,wart
1475163171_338.csv,38,10,142,wart
1475163171_338.csv,39,252,330,cream
1475163171_338.csv,40,71,116,wart
1475163171_338.csv,41,226,318,wart
1475163171_338.csv,42,196,299,cream
1475163171_338.csv,43,136,201,wart
1475163171_338.csv,44,219,274,cream
1475163171_338.csv,45,321,301,cream
1475163171_338.csv,46,40,169,cream
1475163171_338.csv,47,250,364,cream
1475163171_338.csv,48,242,371,cream
1475163171_338.csv,49,241,249,cream
1475163171_338.csv,50,205,149,wart
