1475157346_591.csv,1,182,118.10000610351562,wart
1475157346_591.csv,2,87,197,cream
1475157346_591.csv,3,194,302,wart
1475157346_591.csv,4,271,289,wart
1475157346_591.csv,5,176,227,cream
1475157346_591.csv,6,392,294,wart
1475157346_591.csv,7,183,95,cream
1475157346_591.csv,8,321,132,wart
1475157346_591.csv,9,182,161,cream
1475157346_591.csv,10,254,183,wart
1475157346_591.csv,11,236,212,cream
1475157346_591.csv,12,253,267,wart
1475157346_591.csv,13,214,259,wart
1475157346_591.csv,14,214,265,wart
1475157346_591.csv,15,,,wart
1475157346_591.csv,16,291,320,wart
1475157346_591.csv,17,42,161,cream
1475157346_591.csv,18,266,254,wart
1475157346_591.csv,19,246,422,wart
1475157346_591.csv,20,176,364,cream
1475157346_591.csv,21,298,193,wart
1475157346_591.csv,22,275,364,wart
1475157346_591.csv,23,144,435,wart
1475157346_591.csv,24,,,wart
1475157346_591.csv,25,253,346,wart
1475157346_591.csv,26,183,334,cream
1475157346_591.csv,27,255,191,wart
1475157346_591.csv,28,258,234,wart
1475157346_591.csv,29,315,358,cream
1475157346_591.csv,30,14,224,wart
1475157346_591.csv,31,134,130,cream
1475157346_591.csv,32,313,225,wart
1475157346_591.csv,33,157,363,cream
1475157346_591.csv,34,297,288,wart
1475157346_591.csv,35,216,267,wart
1475157346_591.csv,36,186,187,wart
1475157346_591.csv,37,261,360,wart
1475157346_591.csv,38,12,148,wart
1475157346_591.csv,39,253,331,cream
1475157346_591.csv,40,70,127,wart
1475157346_591.csv,41,235,334,wart
1475157346_591.csv,42,193,308,cream
1475157346_591.csv,43,123,200,wart
1475157346_591.csv,44,230,263,wart
1475157346_591.csv,45,335,292,cream
1475157346_591.csv,46,39,176,cream
1475157346_591.csv,47,247,347,cream
1475157346_591.csv,48,246,355,cream
1475157346_591.csv,49,244,247,wart
1475157346_591.csv,50,220,155,wart
