1476103814_973.csv,1,180,133,wart
1476103814_973.csv,2,87,195,cream
1476103814_973.csv,3,150,281,cream
1476103814_973.csv,4,264,294,wart
1476103814_973.csv,5,182,219,cream
1476103814_973.csv,6,415,301,cream
1476103814_973.csv,7,170,99,cream
1476103814_973.csv,8,314,140,wart
1476103814_973.csv,9,185,150,cream
1476103814_973.csv,10,257,179,wart
1476103814_973.csv,11,233,202,cream
1476103814_973.csv,12,253,270,wart
1476103814_973.csv,13,211,260,wart
1476103814_973.csv,14,222,263,wart
1476103814_973.csv,15,,,wart
1476103814_973.csv,16,298,307,cream
1476103814_973.csv,17,70,137,cream
1476103814_973.csv,18,264,246,wart
1476103814_973.csv,19,242,433,wart
1476103814_973.csv,20,140,381,cream
1476103814_973.csv,21,290,194,wart
1476103814_973.csv,22,278,341,cream
1476103814_973.csv,23,122,417,cream
1476103814_973.csv,24,278,243,wart
1476103814_973.csv,25,272,340,wart
1476103814_973.csv,26,186,324,cream
1476103814_973.csv,27,256,196,cream
1476103814_973.csv,28,236,218,wart
1476103814_973.csv,29,304,337,cream
1476103814_973.csv,30,300,279,wart
1476103814_973.csv,31,113,118,cream
1476103814_973.csv,32,303,221,wart
1476103814_973.csv,33,132,377,cream
1476103814_973.csv,34,309,286,cream
1476103814_973.csv,35,214,261,wart
1476103814_973.csv,36,171,158,wart
1476103814_973.csv,37,262,360,wart
1476103814_973.csv,38,12,139,cream
1476103814_973.csv,39,251,327,cream
1476103814_973.csv,40,66,111,wart
1476103814_973.csv,41,229,307,wart
1476103814_973.csv,42,199,296,cream
1476103814_973.csv,43,130,210,wart
1476103814_973.csv,44,224,249,wart
1476103814_973.csv,45,331,302,cream
1476103814_973.csv,46,51,170,cream
1476103814_973.csv,47,252,360,cream
1476103814_973.csv,48,251,364,cream
1476103814_973.csv,49,236,248,cream
1476103814_973.csv,50,216,160,cream
