1475157440_836.csv,1,183,126,wart
1475157440_836.csv,2,82,206,cream
1475157440_836.csv,3,,,wart
1475157440_836.csv,4,260,292,wart
1475157440_836.csv,5,168,206,cream
1475157440_836.csv,6,,,wart
1475157440_836.csv,7,158,94,cream
1475157440_836.csv,8,,,wart
1475157440_836.csv,9,185,148,cream
1475157440_836.csv,10,259,176,wart
1475157440_836.csv,11,229,212,cream
1475157440_836.csv,12,258,274,wart
1475157440_836.csv,13,209,266,wart
1475157440_836.csv,14,232,257,wart
1475157440_836.csv,15,159,249,wart
1475157440_836.csv,16,265,291,cream
1475157440_836.csv,17,44,157,cream
1475157440_836.csv,18,262,247,wart
1475157440_836.csv,19,238,420,wart
1475157440_836.csv,20,147,383,cream
1475157440_836.csv,21,301,200,wart
1475157440_836.csv,22,257,350,cream
1475157440_836.csv,23,130,412,cream
1475157440_836.csv,24,,,wart
1475157440_836.csv,25,269,357,wart
1475157440_836.csv,26,188,342,cream
1475157440_836.csv,27,257,191,wart
1475157440_836.csv,28,249,227,wart
1475157440_836.csv,29,321,360,cream
1475157440_836.csv,30,301,280,wart
1475157440_836.csv,31,142,126,cream
1475157440_836.csv,32,307,220,wart
1475157440_836.csv,33,152,351,cream
1475157440_836.csv,34,295,290,cream
1475157440_836.csv,35,217,259,wart
1475157440_836.csv,36,184,160,wart
1475157440_836.csv,37,263,346,wart
1475157440_836.csv,38,28,146,cream
1475157440_836.csv,39,249,326,cream
1475157440_836.csv,40,65,121,wart
1475157440_836.csv,41,230,302,wart
1475157440_836.csv,42,194,301,cream
1475157440_836.csv,43,131,189,wart
1475157440_836.csv,44,214,262,cream
1475157440_836.csv,45,335,302,cream
1475157440_836.csv,46,41,183,cream
1475157440_836.csv,47,177,353,cream
1475157440_836.csv,48,254,364,cream
1475157440_836.csv,49,247,253,cream
1475157440_836.csv,50,,,wart
